สถานี,วันที่-เวลา,pH,DO,EC,Temp
บางเลน จ.นครปฐม (116),21 ส.ค.2558 14:30,7.3,-,703.6,30.9
บางเลน จ.นครปฐม (116),21 ส.ค.2558 15:00,7.2,-,705.9,30.8
บางเลน จ.นครปฐม (116),21 ส.ค.2558 15:30,7.2,-,705.2,30.9
บางเลน จ.นครปฐม (116),21 ส.ค.2558 16:00,7.2,-,700.8,30.7
บางเลน จ.นครปฐม (116),21 ส.ค.2558 16:30,7.2,-,697.3,30.7
บางเลน จ.นครปฐม (116),21 ส.ค.2558 17:00,7.2,-,703.4,30.7
บางเลน จ.นครปฐม (116),21 ส.ค.2558 17:30,7.2,-,689,30.7
บางเลน จ.นครปฐม (116),21 ส.ค.2558 18:00,7.2,-,685.4,30.6
บางเลน จ.นครปฐม (116),21 ส.ค.2558 18:30,7.2,-,692.4,30.6
บางเลน จ.นครปฐม (116),21 ส.ค.2558 19:00,7.2,-,704.6,30.6
บางเลน จ.นครปฐม (116),21 ส.ค.2558 19:30,7.2,-,698.6,30.5
บางเลน จ.นครปฐม (116),21 ส.ค.2558 20:00,7.2,-,697.7,30.5
บางเลน จ.นครปฐม (116),21 ส.ค.2558 20:30,7.2,-,696,30.4
บางเลน จ.นครปฐม (116),21 ส.ค.2558 21:00,7.2,-,703,30.4
บางเลน จ.นครปฐม (116),21 ส.ค.2558 21:30,7.2,-,689.9,30.4
บางเลน จ.นครปฐม (116),21 ส.ค.2558 22:00,7.2,-,682.7,30.4
บางเลน จ.นครปฐม (116),21 ส.ค.2558 22:30,7.2,-,665.6,30.5
บางเลน จ.นครปฐม (116),21 ส.ค.2558 23:00,7.2,-,662.2,30.5
บางเลน จ.นครปฐม (116),21 ส.ค.2558 23:30,7.2,-,665.2,30.5
บางเลน จ.นครปฐม (116),22 ส.ค.2558 00:00,7.2,-,666.3,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 00:30,7.2,-,672.2,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 01:00,7.2,-,673.6,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 01:30,7.2,-,678.6,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 02:00,7.2,-,679.1,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 02:30,7.2,-,673.5,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 03:00,7.2,-,666.8,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 03:30,7.2,-,660.1,30.1
บางเลน จ.นครปฐม (116),22 ส.ค.2558 04:00,7.2,-,645.9,30.1
บางเลน จ.นครปฐม (116),22 ส.ค.2558 04:30,7.2,-,675.2,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 05:00,7.2,-,675.6,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 05:30,7.2,-,672,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 06:00,7.2,-,662.5,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 06:30,7.2,-,648.7,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 07:00,7.2,-,643.5,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 07:30,7.2,-,646.3,30.2
บางเลน จ.นครปฐม (116),22 ส.ค.2558 08:00,7.2,-,648.3,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 08:30,7.2,-,649.6,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 09:00,7.2,-,648.8,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 09:30,7.2,-,652,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 10:00,7.2,-,646.5,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 10:30,7.2,-,655.8,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 11:00,7.2,-,662.4,30.5
บางเลน จ.นครปฐม (116),22 ส.ค.2558 11:30,7.2,-,663.3,30.6
บางเลน จ.นครปฐม (116),22 ส.ค.2558 12:00,7.2,-,668.9,30.8
บางเลน จ.นครปฐม (116),22 ส.ค.2558 12:30,7.2,-,665.2,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 13:00,7.2,-,659.5,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 13:30,7.2,-,662.1,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 14:00,7.2,-,658.1,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 14:30,7.2,-,659.3,30.7
บางเลน จ.นครปฐม (116),22 ส.ค.2558 15:00,7.2,-,663.3,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 15:30,7.3,-,659.2,30.9
บางเลน จ.นครปฐม (116),22 ส.ค.2558 16:00,7.3,-,661.2,31
บางเลน จ.นครปฐม (116),22 ส.ค.2558 17:00,7.2,-,659.4,30.8
บางเลน จ.นครปฐม (116),22 ส.ค.2558 17:30,7.2,-,664.9,30.8
บางเลน จ.นครปฐม (116),22 ส.ค.2558 18:00,7.2,-,663.5,30.7
บางเลน จ.นครปฐม (116),22 ส.ค.2558 18:30,7.2,-,669.5,30.6
บางเลน จ.นครปฐม (116),22 ส.ค.2558 19:00,7.2,-,672.2,30.6
บางเลน จ.นครปฐม (116),22 ส.ค.2558 19:30,7.2,-,674.8,30.5
บางเลน จ.นครปฐม (116),22 ส.ค.2558 20:00,7.2,-,673.8,30.5
บางเลน จ.นครปฐม (116),22 ส.ค.2558 20:30,7.2,-,682.6,30.5
บางเลน จ.นครปฐม (116),22 ส.ค.2558 21:00,7.2,-,674.6,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 21:30,7.2,-,671.6,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 22:00,7.2,-,673,30.4
บางเลน จ.นครปฐม (116),22 ส.ค.2558 22:30,7.2,-,677.5,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 23:00,7.2,-,676.4,30.3
บางเลน จ.นครปฐม (116),22 ส.ค.2558 23:30,7.2,-,675.4,30.3
บางเลน จ.นครปฐม (116),23 ส.ค.2558 00:00,7.2,-,674.2,30.3
บางเลน จ.นครปฐม (116),23 ส.ค.2558 00:30,7.2,-,675.5,30.3
บางเลน จ.นครปฐม (116),23 ส.ค.2558 01:00,7.2,-,673.1,30.2
บางเลน จ.นครปฐม (116),23 ส.ค.2558 01:30,7.2,-,674.1,30.2
บางเลน จ.นครปฐม (116),23 ส.ค.2558 02:00,7.3,-,593.2,30
บางเลน จ.นครปฐม (116),23 ส.ค.2558 02:30,7.3,-,525.2,29.6
บางเลน จ.นครปฐม (116),23 ส.ค.2558 03:00,7.3,-,513.6,29.6
บางเลน จ.นครปฐม (116),23 ส.ค.2558 03:30,7.2,-,514.4,29.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 04:00,7.2,-,519.4,29.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 04:30,7.2,-,532,29.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 05:00,7.2,-,528.5,29.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 05:30,7.2,-,540.5,29.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 06:00,7.2,-,609.5,29.8
บางเลน จ.นครปฐม (116),23 ส.ค.2558 06:30,7.2,-,637.8,30
บางเลน จ.นครปฐม (116),23 ส.ค.2558 07:00,7.2,-,650.9,30
บางเลน จ.นครปฐม (116),23 ส.ค.2558 07:30,7.2,-,658.1,30
บางเลน จ.นครปฐม (116),23 ส.ค.2558 08:00,7.2,-,664.4,30.1
บางเลน จ.นครปฐม (116),23 ส.ค.2558 08:30,7.2,-,664.2,30.1
บางเลน จ.นครปฐม (116),23 ส.ค.2558 09:30,7.2,-,678.4,30.1
บางเลน จ.นครปฐม (116),23 ส.ค.2558 10:00,7.2,-,690.5,30.2
บางเลน จ.นครปฐม (116),23 ส.ค.2558 10:30,7.2,-,695.9,30.2
บางเลน จ.นครปฐม (116),23 ส.ค.2558 11:00,7.2,-,693.1,30.2
บางเลน จ.นครปฐม (116),23 ส.ค.2558 11:30,7.2,-,694.4,30.3
บางเลน จ.นครปฐม (116),23 ส.ค.2558 12:00,7.2,-,706.6,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 12:30,7.2,-,700.1,30.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 13:00,7.2,-,702.9,30.6
บางเลน จ.นครปฐม (116),23 ส.ค.2558 13:30,7.2,-,707.8,30.8
บางเลน จ.นครปฐม (116),23 ส.ค.2558 14:00,7.2,-,702.9,30.8
บางเลน จ.นครปฐม (116),23 ส.ค.2558 14:30,7.2,-,707.6,30.8
บางเลน จ.นครปฐม (116),23 ส.ค.2558 15:00,7.2,-,700.9,30.9
บางเลน จ.นครปฐม (116),23 ส.ค.2558 15:30,7.2,-,705,30.9
บางเลน จ.นครปฐม (116),23 ส.ค.2558 16:00,7.2,-,707.4,30.9
บางเลน จ.นครปฐม (116),23 ส.ค.2558 16:30,7.2,-,708.1,30.9
บางเลน จ.นครปฐม (116),23 ส.ค.2558 17:00,7.3,-,708.5,30.9
บางเลน จ.นครปฐม (116),23 ส.ค.2558 17:30,7.2,-,708.5,30.8
บางเลน จ.นครปฐม (116),23 ส.ค.2558 18:00,7.2,-,720.9,30.7
บางเลน จ.นครปฐม (116),23 ส.ค.2558 18:30,7.2,-,698,30.7
บางเลน จ.นครปฐม (116),23 ส.ค.2558 19:00,7.2,-,708.3,30.6
บางเลน จ.นครปฐม (116),23 ส.ค.2558 19:30,7.2,-,709.6,30.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 20:00,7.2,-,707.4,30.5
บางเลน จ.นครปฐม (116),23 ส.ค.2558 20:30,7.2,-,700.9,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 21:00,7.2,-,699.8,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 21:30,7.2,-,703.2,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 22:00,7.2,-,703.9,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 22:30,7.2,-,701.1,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 23:00,7.2,-,703.8,30.4
บางเลน จ.นครปฐม (116),23 ส.ค.2558 23:30,7.2,-,708.3,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 00:00,7.2,-,704.1,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 00:30,7.2,-,703.7,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 01:00,7.2,-,702.5,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 01:30,7.2,-,698.9,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 02:00,7.2,-,641.1,30
บางเลน จ.นครปฐม (116),24 ส.ค.2558 02:30,7.3,-,567.1,29.6
บางเลน จ.นครปฐม (116),24 ส.ค.2558 03:00,7.3,-,551.1,29.5
บางเลน จ.นครปฐม (116),24 ส.ค.2558 03:30,7.3,-,561.8,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 04:00,7.2,-,576.7,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 04:30,7.3,-,555.9,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 05:00,7.2,-,572.2,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 05:30,7.2,-,564.7,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 06:00,7.2,-,592.9,29.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 06:30,7.2,-,647,29.7
บางเลน จ.นครปฐม (116),24 ส.ค.2558 07:00,7.2,-,688.1,29.9
บางเลน จ.นครปฐม (116),24 ส.ค.2558 07:30,7.2,-,709.3,30
บางเลน จ.นครปฐม (116),24 ส.ค.2558 08:00,7.2,-,719.2,30
บางเลน จ.นครปฐม (116),24 ส.ค.2558 08:30,7.2,-,729.6,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 09:00,7.2,-,736.4,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 09:30,7.2,-,746.2,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 10:00,7.2,-,752.9,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 10:30,7.2,-,752.1,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 11:00,7.2,-,759.3,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 11:30,7.2,-,764.7,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 12:00,7.2,-,772.4,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 12:30,7.2,-,769.7,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 13:00,7.2,-,763.7,30.5
บางเลน จ.นครปฐม (116),24 ส.ค.2558 13:30,7.2,-,761.3,30.7
บางเลน จ.นครปฐม (116),24 ส.ค.2558 14:00,7.2,-,756.6,30.7
บางเลน จ.นครปฐม (116),24 ส.ค.2558 14:30,7.2,-,753.9,30.8
บางเลน จ.นครปฐม (116),24 ส.ค.2558 15:00,7.2,-,745.1,30.7
บางเลน จ.นครปฐม (116),24 ส.ค.2558 15:30,7.2,-,757.9,30.7
บางเลน จ.นครปฐม (116),24 ส.ค.2558 16:00,7.2,-,765.2,30.8
บางเลน จ.นครปฐม (116),24 ส.ค.2558 16:30,7.2,-,764.1,30.8
บางเลน จ.นครปฐม (116),24 ส.ค.2558 17:00,7.2,-,760.3,30.8
บางเลน จ.นครปฐม (116),24 ส.ค.2558 17:30,7.2,-,766.1,30.6
บางเลน จ.นครปฐม (116),24 ส.ค.2558 18:00,7.2,-,767.7,30.6
บางเลน จ.นครปฐม (116),24 ส.ค.2558 18:30,7.2,-,762.8,30.4
บางเลน จ.นครปฐม (116),24 ส.ค.2558 19:00,7.2,-,738,30.3
บางเลน จ.นครปฐม (116),24 ส.ค.2558 19:30,7.2,-,739.2,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 20:00,7.2,-,742.5,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 20:30,7.2,-,750.1,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 21:00,7.2,-,759.4,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 21:30,7.2,-,760.8,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 22:00,7.2,-,761.3,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 22:30,7.2,-,762.2,30.2
บางเลน จ.นครปฐม (116),24 ส.ค.2558 23:00,7.2,-,759.3,30.1
บางเลน จ.นครปฐม (116),24 ส.ค.2558 23:30,7.2,-,757.7,30.1
บางเลน จ.นครปฐม (116),25 ส.ค.2558 00:00,7.2,-,752.7,30.1
บางเลน จ.นครปฐม (116),25 ส.ค.2558 00:30,7.2,-,754.2,30.1
บางเลน จ.นครปฐม (116),25 ส.ค.2558 01:00,7.2,-,724.1,30
บางเลน จ.นครปฐม (116),25 ส.ค.2558 01:30,7.2,-,698.2,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 02:00,7.3,-,675.2,29.6
บางเลน จ.นครปฐม (116),25 ส.ค.2558 02:30,7.3,-,668.4,29.5
บางเลน จ.นครปฐม (116),25 ส.ค.2558 03:00,7.3,-,667.1,29.5
บางเลน จ.นครปฐม (116),25 ส.ค.2558 03:30,7.3,-,669.1,29.5
บางเลน จ.นครปฐม (116),25 ส.ค.2558 04:00,7.3,-,663.2,29.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 04:30,7.3,-,673,29.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 05:00,7.3,-,675.7,29.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 05:30,7.3,-,677.6,29.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 06:00,7.3,-,674.9,29.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 06:30,7.2,-,689.8,29.6
บางเลน จ.นครปฐม (116),25 ส.ค.2558 07:00,7.2,-,703.7,29.7
บางเลน จ.นครปฐม (116),25 ส.ค.2558 07:30,7.2,-,718.2,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 08:00,7.2,-,738.4,29.9
บางเลน จ.นครปฐม (116),25 ส.ค.2558 08:30,7.2,-,749,29.9
บางเลน จ.นครปฐม (116),25 ส.ค.2558 09:00,7.2,-,756.2,30
บางเลน จ.นครปฐม (116),25 ส.ค.2558 09:30,7.2,-,753.3,30
บางเลน จ.นครปฐม (116),25 ส.ค.2558 10:00,7.2,-,757.8,30.1
บางเลน จ.นครปฐม (116),25 ส.ค.2558 10:30,7.2,-,756.5,30.2
บางเลน จ.นครปฐม (116),25 ส.ค.2558 11:00,7.2,-,764.6,30.3
บางเลน จ.นครปฐม (116),25 ส.ค.2558 11:30,7.2,-,766.3,30.3
บางเลน จ.นครปฐม (116),25 ส.ค.2558 13:00,7.2,-,772.5,30.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 13:30,7.2,-,767.5,30.4
บางเลน จ.นครปฐม (116),25 ส.ค.2558 14:00,7.2,-,761.5,30.5
บางเลน จ.นครปฐม (116),25 ส.ค.2558 14:30,7.2,-,761.2,30.7
บางเลน จ.นครปฐม (116),25 ส.ค.2558 15:00,7.2,-,771.5,31
บางเลน จ.นครปฐม (116),25 ส.ค.2558 15:30,6.8,-,727.2,30.7
บางเลน จ.นครปฐม (116),25 ส.ค.2558 16:00,7.1,-,742.3,30.7
บางเลน จ.นครปฐม (116),25 ส.ค.2558 16:30,7.1,-,746.6,30.7
บางเลน จ.นครปฐม (116),25 ส.ค.2558 17:00,7.1,-,747,30.5
บางเลน จ.นครปฐม (116),25 ส.ค.2558 17:30,7.1,-,744.1,30.3
บางเลน จ.นครปฐม (116),25 ส.ค.2558 18:00,7.1,-,708.7,30.1
บางเลน จ.นครปฐม (116),25 ส.ค.2558 18:30,7.2,-,694.5,30
บางเลน จ.นครปฐม (116),25 ส.ค.2558 19:00,7.2,-,692.1,29.9
บางเลน จ.นครปฐม (116),25 ส.ค.2558 19:30,7.2,-,690.2,29.9
บางเลน จ.นครปฐม (116),25 ส.ค.2558 20:00,7.2,-,691.3,29.9
บางเลน จ.นครปฐม (116),25 ส.ค.2558 20:30,7.2,-,692.7,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 21:00,7.2,-,691.7,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 21:30,7.2,-,697.6,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 22:00,7.2,-,699.5,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 22:30,7.2,-,695.5,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 23:00,7.2,-,698.3,29.8
บางเลน จ.นครปฐม (116),25 ส.ค.2558 23:30,7.2,-,700.1,29.8
บางเลน จ.นครปฐม (116),26 ส.ค.2558 00:00,7.2,-,699.5,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 00:30,7.2,-,693.2,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 01:00,7.2,-,695.1,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 01:00,7.2,-,695.1,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 01:30,7.1,-,698.5,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 02:00,7.1,-,696.3,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 02:30,7.1,-,699.5,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 02:30,7.1,-,699.5,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 02:30,7.1,-,699.5,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 03:00,7.1,-,688.4,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 03:30,7.1,-,695.7,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 04:00,7.1,-,698.2,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 04:00,7.1,-,698.2,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 04:00,7.1,-,698.2,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 04:30,7.1,-,696.7,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 04:30,7.1,-,696.7,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 05:00,7.1,-,694.4,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 05:30,7.1,-,694.6,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 05:30,7.1,-,694.6,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 05:30,7.1,-,694.6,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 06:00,7.1,-,695,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 06:30,7.1,-,696,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 07:00,7.1,-,718,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 07:30,7.1,-,731.2,29.8
บางเลน จ.นครปฐม (116),26 ส.ค.2558 08:00,7.1,-,739.4,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 08:30,7.1,-,743.4,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 09:00,7.1,-,745.5,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 09:00,7.1,-,745.5,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 09:30,7.1,-,745.7,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 10:00,7.1,-,748.9,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 10:30,7.1,-,751.8,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 11:00,7.1,-,754,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 11:30,7.1,-,759.8,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 12:00,7.1,-,764.2,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 12:00,7.1,-,764.2,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 12:30,7.1,-,758,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 13:00,7.1,-,756.7,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 13:30,7.1,-,763.7,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 14:00,7.1,-,768.2,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 14:30,7.1,-,771.3,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 15:00,7.1,-,770.7,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 15:30,7.1,-,775.2,30.2
บางเลน จ.นครปฐม (116),26 ส.ค.2558 16:00,7.1,-,792.5,30.2
บางเลน จ.นครปฐม (116),26 ส.ค.2558 16:30,7.1,-,798.2,30.2
บางเลน จ.นครปฐม (116),26 ส.ค.2558 17:00,7.1,-,802.9,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 17:30,7.1,-,806.8,30.1
บางเลน จ.นครปฐม (116),26 ส.ค.2558 18:00,7.1,-,802.1,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 18:30,7.1,-,793.2,30
บางเลน จ.นครปฐม (116),26 ส.ค.2558 19:00,7.1,-,792.8,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 19:30,7.1,-,787.5,29.9
บางเลน จ.นครปฐม (116),26 ส.ค.2558 20:00,7.1,-,766.8,29.8
บางเลน จ.นครปฐม (116),26 ส.ค.2558 20:30,7.1,-,759,29.7
บางเลน จ.นครปฐม (116),26 ส.ค.2558 21:00,7.1,-,753.9,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 21:30,7.1,-,752.6,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 22:00,7.1,-,752.2,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 22:30,7.1,-,752.9,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 23:00,7.1,-,752.8,29.6
บางเลน จ.นครปฐม (116),26 ส.ค.2558 23:30,7.1,-,752.4,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 00:00,7.1,-,751.8,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 00:30,7.1,-,749.9,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 01:00,7.1,-,748.2,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 01:30,7.1,-,750.9,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 02:00,7.1,-,751,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 02:30,7.1,-,751.9,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 03:00,7.1,-,745.8,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 03:30,7.1,-,746.2,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 04:00,7.1,-,752.6,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 04:30,7.1,-,754.7,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 05:00,7.1,-,749.9,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 05:30,7.1,-,754.9,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 06:00,7.1,-,755.5,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 06:30,7.1,-,756.6,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 07:00,7,-,769,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 07:30,7,-,777.9,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 08:00,7,-,792.4,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 08:30,7,-,796.2,29.6
บางเลน จ.นครปฐม (116),27 ส.ค.2558 09:00,7,-,804.5,29.7
บางเลน จ.นครปฐม (116),27 ส.ค.2558 09:30,7,-,815.7,29.7
บางเลน จ.นครปฐม (116),27 ส.ค.2558 10:00,7,-,817.4,29.8
บางเลน จ.นครปฐม (116),27 ส.ค.2558 10:30,7,-,820,29.9
บางเลน จ.นครปฐม (116),27 ส.ค.2558 11:00,7,-,823.2,29.9
บางเลน จ.นครปฐม (116),27 ส.ค.2558 11:30,7,-,825.5,30
บางเลน จ.นครปฐม (116),27 ส.ค.2558 12:00,7,-,825.2,29.9
บางเลน จ.นครปฐม (116),27 ส.ค.2558 12:30,7,-,824.3,29.9
บางเลน จ.นครปฐม (116),27 ส.ค.2558 13:00,7,-,820.7,29.9
บางเลน จ.นครปฐม (116),27 ส.ค.2558 13:30,7,-,839.1,30
บางเลน จ.นครปฐม (116),27 ส.ค.2558 14:00,7,-,839.2,30
บางเลน จ.นครปฐม (116),27 ส.ค.2558 14:30,7,-,842.4,30.1
บางเลน จ.นครปฐม (116),27 ส.ค.2558 15:00,7,-,849.1,30.1
บางเลน จ.นครปฐม (116),27 ส.ค.2558 15:30,7,-,855.6,30
บางเลน จ.นครปฐม (116),27 ส.ค.2558 16:00,7.1,-,852,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 16:30,7.1,-,781.7,29.3
บางเลน จ.นครปฐม (116),27 ส.ค.2558 17:00,7,-,819.1,29.4
บางเลน จ.นครปฐม (116),27 ส.ค.2558 17:30,7,-,848,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 18:00,7,-,854.1,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 18:30,7,-,856.5,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 19:00,7,-,850.5,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 19:00,7,-,850.5,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 19:30,7,-,866,29.5
บางเลน จ.นครปฐม (116),27 ส.ค.2558 20:00,7,-,830.6,29.4
